Von;Nach;Dauer;Anzahl;Dauer
DML;DGLS;00:02:22.6366667;22;142
MBRT;MDAS;00:02:22.6433333;185;142
HPOG;HNRU;00:02:22.6633333;3860;142
BWDF;BT;00:02:22.7066667;1440;142
FLP;FBUP;00:02:22.7066667;7532;142
KRBR;KHGB;00:02:22.7233333;2610;142
LLIN;LLEL;00:02:22.7333333;3462;142
FMM;FKBW;00:02:22.7366667;20;142
FHUE;FBUH;00:02:22.7433333;1871;142
SBUM;SHPT;00:02:22.7666667;3914;142
NGUF;NCR;00:02:22.8033333;1163;142
EBWG;EHAE;00:02:22.8133333;2546;142
BPDC;BPD;00:02:22.8400000;7160;142
NNAB;NPD;00:02:22.8766667;16;142
EKAL;EHNE;00:02:22.9033333;1967;142
BWS;BGBSO;00:02:22.9566667;4740;142
LBOR;LEO;00:02:22.9600000;5398;142
KWIC;KHERN;00:02:22.9733333;3009;142
NFUF;NF;00:02:23.0200000;6415;143
LRHU;LJZ;00:02:23.0366667;2390;143
FSN;FDIL;00:02:23.0533333;19;143
KSTA;KPW S;00:02:23.0700000;3551;143
SKL;SKLP;00:02:23.0933333;1108;143
BHLRN;BGD R;00:02:23.1200000;907;143
EDMS;EDFW;00:02:23.1233333;3578;143
EE  R;EE;00:02:23.1433333;16;143
HALT;HLERW;00:02:23.1433333;14;143
BWE;BAWP;00:02:23.1833333;27;143
HOBJ;HRDF;00:02:23.1833333;948;143
SUZD;SDBO;00:02:23.1833333;1697;143
HLUE;HPRT;00:02:23.1900000;1302;143
MHPF;MSGD;00:02:23.2066667;1264;143
NKMG;NWDG;00:02:23.2133333;107;143
MMIG;MJEB;00:02:23.2366667;1189;143
NZI;NAVE;00:02:23.2366667;2131;143
RLIA;RLUM;00:02:23.2400000;25;143
HLT;HS;00:02:23.2433333;3282;143
KLRH;KLKH;00:02:23.2433333;4039;143
SNI;SWN;00:02:23.2466667;1347;143
BXFO;BFO;00:02:23.2500000;128;143
FABL;FWON;00:02:23.2566667;2025;143
MOBR;MNB;00:02:23.2666667;4123;143
SBY;SPDR;00:02:23.2766667;2844;143
MH;MH  W;00:02:23.3366667;119;143
NHN;NOH;00:02:23.3400000;2745;143
FNMI;FHME;00:02:23.3433333;7281;143
KDFL;KD;00:02:23.3433333;4236;143
EOSD;EOB N;00:02:23.3500000;1696;143
NHAG;NKL;00:02:23.3633333;1064;143
SSH;SSB;00:02:23.4000000;10;143
AL;ALRA;00:02:23.4100000;5401;143
NPOP;NEBH;00:02:23.4200000;587;143
USL;USLH;00:02:23.4466667;574;143
HALF;HGOD;00:02:23.4500000;328;143
SRI;SDEO;00:02:23.4600000;1199;143
AKH;AKRU;00:02:23.4633333;2733;143
NEBH;NPOP;00:02:23.4666667;599;143
NOB;NPOH;00:02:23.5000000;4724;143
RMFE;RMF;00:02:23.5166667;3073;143
WGWS;WGW;00:02:23.5166667;1555;143
SBA;SSO;00:02:23.5233333;113;143
FMHF;FOV;00:02:23.5366667;679;143
NRTL;NDOE;00:02:23.5400000;26;143
TWEB;TRB;00:02:23.5433333;1953;143
LLUC;LDB;00:02:23.5633333;1085;143
RGN;RMZ;00:02:23.5666667;4404;143
TRI;TUN;00:02:23.6166667;1296;143
TTLU;TKI;00:02:23.6300000;4373;143
FBUSS;FNIU;00:02:23.6366667;5100;143
FAL;FWDF;00:02:23.6566667;1369;143
NBG;NHAL;00:02:23.6566667;5053;143
FMWG;FBOD;00:02:23.6666667;10;143
TB;TMAU;00:02:23.6666667;6152;143
EE;EESD;00:02:23.6733333;3711;143
HHOHA;HGEE;00:02:23.6733333;255;143
NNP;NVN;00:02:23.6733333;3273;143
AHZH;AGST;00:02:23.6833333;1517;143
KNEB;KHEH;00:02:23.7066667;2488;143
RBBL;RBUE;00:02:23.7266667;1824;143
WLAK;WSZ;00:02:23.7333333;1173;143
MWH;MPN;00:02:23.7433333;1853;143
RSST;RBN;00:02:23.7433333;2914;143
TBWT;TBF;00:02:23.7466667;661;143
HCAL;HF;00:02:23.7600000;2023;143
EESA;EEHU;00:02:23.7800000;3718;143
AKRH;ASU;00:02:23.8066667;2554;143
MONH;MKL;00:02:23.8233333;3386;143
FRA;FRUE;00:02:23.8366667;8065;143
HO  N;HBEM;00:02:23.8366667;2780;143
WPOE;WPF;00:02:23.8400000;3125;143
MNFO;MNF;00:02:23.8866667;2519;143
DC;DCD;00:02:23.8933333;57;143
MOL;MGRZ;00:02:23.8933333;5020;143
UZE;UUS;00:02:23.8933333;732;143
MGRZ;MLO;00:02:23.9033333;5020;143
UGO K;USB;00:02:23.9033333;2665;143
HLUN;HSUB;00:02:23.9133333;1165;143
KNIS;KHEZ;00:02:23.9133333;3121;143
KSWW;KSWE;00:02:23.9233333;2878;143
EHGD;EHGO;00:02:23.9266667;1320;143
EEWD;EEHU;00:02:23.9366667;3746;143
HESW;HEBG;00:02:23.9466667;569;143
MMA;MGLD;00:02:23.9566667;4996;143
KGVW;KLIH;00:02:23.9600000;2773;143
FWON;FABL;00:02:23.9633333;1998;143
RRW;RKES;00:02:23.9633333;1710;143
EEHU;EEWD;00:02:23.9666667;3718;143
LH;LHNWO;00:02:23.9666667;7691;143
EGHS;EGBU;00:02:23.9733333;1309;143
MJK;MUFG;00:02:23.9733333;4650;143
NNES;NNRE;00:02:23.9766667;3564;143
NNRE;NNES;00:02:23.9766667;3561;143
TRXS;TRX;00:02:23.9766667;2839;143
NF;NFWS;00:02:23.9866667;2145;143
NBUU;NRCH;00:02:23.9966667;3155;143
ABDF;AGR;00:02:24.0000000;876;144
ALRA;ASTR;00:02:24.0000000;1338;144
DGRS;DKT B;00:02:24.0000000;2703;144
HOTL;HOTM;00:02:24.0000000;1105;144
LMG;LMGB;00:02:24.0000000;1134;144
MMAG;MMA;00:02:24.0000000;31;144
MP;MLW;00:02:24.0000000;34;144
NRO;NBUE;00:02:24.0000000;3157;144
TSNU;TSC;00:02:24.0000000;35;144
DRD;DSA;00:02:24.0100000;577;144
KDGE;KER;00:02:24.0366667;4271;144
RGNN;RHTT;00:02:24.0500000;2150;144
LRA;LBWU;00:02:24.0633333;4104;144
FNIU;FBUSS;00:02:24.0866667;5042;144
MLO;MGRZ;00:02:24.1100000;5127;144
NHS;NPMH;00:02:24.1100000;3128;144
MBAU;MFB;00:02:24.1133333;6119;144
MDFG;MOP H;00:02:24.1200000;4628;144
FNDH;FTRE;00:02:24.1266667;1548;144
MSD;MGT;00:02:24.1266667;4242;144
FWEK;FOTS;00:02:24.1366667;3864;144
KODR;KRBA;00:02:24.1366667;2662;144
KWIS;KALI;00:02:24.1400000;3191;144
KDBE;KBEG;00:02:24.1666667;12;144
TBO;TSI;00:02:24.1666667;2836;144
NRZ;NHM;00:02:24.2133333;1748;144
FKLM;FDET;00:02:24.2333333;3470;144
ERIG;ELEN;00:02:24.2500000;1560;144
FBBH;FWIF;00:02:24.2600000;1125;144
HSDL;HWED;00:02:24.2600000;46;144
LMAR;LRH;00:02:24.2600000;2389;144
MGE;MTFD;00:02:24.2600000;4965;144
RKO;RKOP;00:02:24.2600000;1415;144
EMEU;EMED;00:02:24.2700000;1064;144
HHN;HLEG;00:02:24.2700000;5634;144
MSB;MONH;00:02:24.2800000;48;144
EOB;EMRYA;00:02:24.3000000;3639;144
RWSS;RLSH;00:02:24.3100000;1850;144
NHOE;NAH G;00:02:24.3266667;3797;144
EDSO;EDAP;00:02:24.3533333;17;144
TSC;TSNU;00:02:24.3633333;39;144
AGST;AHZH;00:02:24.3700000;1505;144
FH  S;FRW;00:02:24.3700000;2087;144
NPOM;NHR O;00:02:24.3733333;1475;144
BASS;BFBI;00:02:24.3766667;61;144
UBF;UGOS;00:02:24.3933333;1455;144
TKT;TKTO;00:02:24.3966667;3106;144
LWF;LMBN;00:02:24.4333333;2732;144
WPO;WP;00:02:24.4366667;648;144
RSCFW;RNHN;00:02:24.4466667;1267;144
AERI;AVL;00:02:24.4500000;40;144
FDILS;FDIL;00:02:24.4566667;1309;144
MP  N;MAKN;00:02:24.5100000;1034;144
NRO;NUT;00:02:24.5400000;3224;144
FD  G;FDA;00:02:24.5566667;6966;144
RLUE;RWE;00:02:24.5700000;4290;144
SHR;SFOE;00:02:24.5700000;3697;144
FDA;FD  G;00:02:24.5833333;7015;144
KSIZ;KRE;00:02:24.5933333;3155;144
LRH;LMAR;00:02:24.6133333;2479;144
LWPN;LEG;00:02:24.6233333;280;144
FRSA;FEGWS;00:02:24.6300000;152;144
SBAL;SHFD;00:02:24.6700000;1443;144
FWON;FGRF;00:02:24.6766667;2025;144
FHAG;FLRN;00:02:24.6833333;1316;144
KDRH;KDBE;00:02:24.7566667;103;144
TEHN;TGT;00:02:24.7600000;5961;144
EGBU;EGHS;00:02:24.8033333;1313;144
RHKA;RSR;00:02:24.8033333;5972;144
SSH G;SJF;00:02:24.8033333;2434;144
RMFS;RMSE;00:02:24.8100000;322;144
NRH;NROB;00:02:24.8133333;2831;144
NBM;NKN;00:02:24.8200000;5000;144
TDS;TGRW;00:02:24.8266667;667;144
RSR;RHKA;00:02:24.8433333;5903;144
EDG;EDHZ;00:02:24.8500000;2794;144
MPG;MP;00:02:24.8566667;15;144
TSZ;TPT;00:02:24.8566667;50;144
FTRE;FNDH;00:02:24.8733333;1461;144
FWUE;FFRD;00:02:24.8800000;1036;144
EDOP;EDUV;00:02:24.8933333;3898;144
XAI;KKO;00:02:24.9466667;61;144
BZIL;BWSU;00:02:25.0000000;30;145
EMHM;ELPE;00:02:25.0000000;1237;145
SSH O;SSH;00:02:25.0033333;5562;145
EDLN;EDBH;00:02:25.0133333;1147;145
TA;TWA;00:02:25.0133333;2893;145
KBR P;KSEC;00:02:25.0166667;3358;145
RWY;RHRT;00:02:25.0466667;2906;145
LH;LHAL;00:02:25.0800000;7059;145
KA;KASZ;00:02:25.1266667;6421;145
SLD;SKIB;00:02:25.1533333;4889;145
BNDM;BSPD;00:02:25.1700000;42;145
RSFL;RSAI;00:02:25.1866667;986;145
MGLH;MSED;00:02:25.2000000;4154;145
LLC Y;LLST;00:02:25.2200000;167;145
BBI;BHOW;00:02:25.2666667;857;145
SLCH;SLCJ;00:02:25.3000000;1144;145
RKT;RES;00:02:25.3200000;4652;145
HSMK;HBUH;00:02:25.3366667;3918;145
MTS;MSBD;00:02:25.3366667;1336;145
FMIR;FLSW;00:02:25.3400000;3578;145
NEK;NHBU;00:02:25.3400000;5805;145
KIV;KARL;00:02:25.3466667;1068;145
FHOE;FFTGF;00:02:25.3800000;2628;145
HLER;HRAT;00:02:25.4100000;1344;145
KDEA;KREC;00:02:25.4233333;1297;145
LBT;LBTS;00:02:25.4333333;4352;145
FBHF;FFL;00:02:25.4633333;1873;145
NND;NRWD;00:02:25.4666667;6243;145
KKDT;KKA;00:02:25.5000000;24;145
MIHN;MHWG;00:02:25.5333333;1013;145
RSO;RSGO;00:02:25.5333333;1352;145
RMAU;RMK;00:02:25.5633333;2809;145
KDDH;KDU;00:02:25.5700000;151;145
MSM;MFE;00:02:25.5733333;6740;145
EGLO;EIAV;00:02:25.6100000;3217;145
TPW;TPBG;00:02:25.6233333;162;145
UAR;HEBGO;00:02:25.6400000;1404;145
FGOG;FG;00:02:25.6466667;3012;145
RMZ;RGN;00:02:25.6633333;4580;145
LZ  G;LZ;00:02:25.6766667;1078;145
NFBB;NSDF;00:02:25.6833333;7139;145
BJWO;BJW;00:02:25.7066667;1441;145
NRTH;NTAS;00:02:25.7200000;1304;145
KSBR;KKBT;00:02:25.7466667;316;145
EE  U;EE;00:02:25.7633333;5643;145
EEBE;EEDZ;00:02:25.7633333;17;145
EBIG;EDBS;00:02:25.7733333;53;145
FFAN;FDIZ;00:02:25.7766667;1630;145
RZIM;RSE;00:02:25.7900000;1482;145
NTAS;NRTH;00:02:25.8100000;1386;145
MAMS;MA;00:02:25.8533333;1556;145
NMI;NHM;00:02:25.8566667;2941;145
EBOK;ESEB;00:02:25.8666667;1277;145
SLWR;SBDS;00:02:25.8666667;2709;145
LKYA;LKLM;00:02:25.8800000;1056;145
KUR;KWEH;00:02:25.9000000;4408;145
NHI;NSU;00:02:25.9366667;5197;145
EPRN;EDD;00:02:25.9400000;2199;145
MDF;MHUS;00:02:25.9566667;1242;145
HBN;HBHU;00:02:25.9600000;1487;145
MDAS;MBRT;00:02:26.0000000;187;146
ASCA;ARAT;00:02:26.0200000;972;146
KDBW;KDO;00:02:26.0533333;77;146
NHR O;NHOH;00:02:26.0533333;3732;146
MDID;MWHS;00:02:26.0833333;5075;146
SWN;SNI;00:02:26.0966667;1307;146
TWEL;TSF;00:02:26.0966667;6490;146
NDN;NLB;00:02:26.1000000;1544;146
RHKM;RSIG;00:02:26.1033333;6254;146
TSC;TS  W;00:02:26.1200000;62;146
MEBM;MHRG;00:02:26.1466667;1221;146
NSTH;NGD;00:02:26.1466667;1336;146
EHOP;EMSN;00:02:26.1600000;1003;146
FMS;FMWG;00:02:26.1766667;4638;146
HFRI;HOBJ;00:02:26.1900000;947;146
UG  T;UG;00:02:26.2000000;488;146
AH;AERI;00:02:26.2033333;1307;146
DCTA;DF;00:02:26.2266667;1349;146
HKDF;HBGH;00:02:26.2666667;2258;146
TPF;TTO;00:02:26.2766667;1083;146
RSD;RBOA;00:02:26.2833333;2786;146
HH;HH  P;00:02:26.2866667;7308;146
BJW;BJWO;00:02:26.3033333;1444;146
DGB;DKOT;00:02:26.3066667;78;146
FHOE;FSIN;00:02:26.3066667;621;146
MNHN;TKN;00:02:26.3100000;2436;146
WDO;WAH;00:02:26.3100000;1649;146
MFM;MMBH;00:02:26.3333333;18;146
FFRG;FFRK;00:02:26.3800000;892;146
RBRP;RBR;00:02:26.3800000;2029;146
NF  G;NJB;00:02:26.3833333;9372;146
HHTA;HHI G;00:02:26.3933333;2636;146
MPF;MUHO;00:02:26.3966667;5925;146
SKLP;SKLW;00:02:26.4066667;1107;146
WSZ;WLAK;00:02:26.4066667;1173;146
MURO;MURB;00:02:26.4700000;1059;146
LTNH;LHGT;00:02:26.4733333;1189;146
HS;HLT;00:02:26.4766667;3190;146
RGOR;RSIB;00:02:26.5133333;1312;146
AF;AFW;00:02:26.5500000;1576;146
LRE;LLAS;00:02:26.5666667;984;146
RLD;RMF;00:02:26.6133333;4482;146
RRZA;RRZD;00:02:26.6133333;255;146
TZU;TSY;00:02:26.6133333;1672;146
FFS;FFO;00:02:26.6666667;1442;146
FBOD;FML;00:02:26.7266667;4541;146
NBD;NBTH;00:02:26.7566667;2775;146
TSF;TWEL;00:02:26.7900000;6419;146
LGPN;LBT;00:02:26.8000000;2389;146
HKI;HBAR;00:02:26.8300000;2827;146
RSCF;XSNE;00:02:26.8433333;1029;146
HLFU;HGI;00:02:26.9066667;2023;146
FMET;FOHF;00:02:26.9333333;4642;146
BCS Z;BCS;00:02:26.9366667;1155;146
KKN R;KKNA;00:02:27.0500000;547;147
ESOT;EBSA;00:02:27.0600000;247;147
TCW;THI;00:02:27.0900000;1709;147
FW;FWSA;00:02:27.0966667;277;147
HH;HHN;00:02:27.1066667;168;147
HU  G;HVR;00:02:27.1166667;849;147
RSNA;RHS;00:02:27.1166667;1318;147
RWND;RSTE;00:02:27.1266667;3556;147
LKLM;LKYA;00:02:27.1300000;985;147
RQLM;RM;00:02:27.1466667;7408;147
EDBA;EDKR;00:02:27.1500000;41;147
RNFS;RWD;00:02:27.1600000;4354;147
FKWNA;FIH;00:02:27.1766667;4591;147
UNS;UGW;00:02:27.1800000;1273;147
NNSE;NN;00:02:27.2033333;2744;147
NHM;NMI;00:02:27.2100000;2970;147
NRB;NHW;00:02:27.2133333;3057;147
NLB;NDN;00:02:27.2266667;1541;147
LSP;LMG;00:02:27.2466667;599;147
MHSB;MDHR;00:02:27.2466667;3182;147
HKAW;HLGH;00:02:27.2733333;2622;147
ENL;ELSP;00:02:27.3333333;1038;147
ASP;ATST;00:02:27.3466667;1461;147
RLO;RL  N;00:02:27.3566667;45;147
LLBB;LLMO;00:02:27.3666667;4539;147
ASC;AONA;00:02:27.3700000;2747;147
TUH;TEC;00:02:27.3866667;6131;147
XARA;XAAL;00:02:27.4266667;82;147
KWEB;KN  O;00:02:27.4300000;14;147
MTLG;MHEI;00:02:27.4300000;1345;147
WPZA;WSBA;00:02:27.4300000;91;147
NNAN;NLO;00:02:27.4400000;3964;147
RLUM;RL  T;00:02:27.4666667;49;147
RTI;RLAC;00:02:27.4800000;2714;147
LBGK;LMD;00:02:27.4866667;3958;147
FFUR;FGRK;00:02:27.4933333;555;147
KWZ;KWS;00:02:27.5066667;5951;147
RME;RET;00:02:27.5200000;1229;147
NKN;NBM;00:02:27.5666667;5015;147
TWO;TATN;00:02:27.5700000;997;147
HU  G;HKSU;00:02:27.6233333;3202;147
LNWY;LFB;00:02:27.6333333;1477;147
RRZD;RRZA;00:02:27.6333333;251;147
SHZH;SLOH;00:02:27.6566667;1109;147
TSWK;TWI;00:02:27.6566667;6119;147
HVOE;HP;00:02:27.6633333;1348;147
KE;KST G;00:02:27.6700000;3266;147
ENDI;ESIS;00:02:27.6933333;13;147
KV;KVH;00:02:27.6933333;14;147
KDN P;KMEU;00:02:27.7400000;2898;147
RMBW;RVL;00:02:27.7500000;16;147
HLIG;HFAS;00:02:27.7700000;277;147
RKG;REH;00:02:27.7933333;3634;147
FKCH;FBRS;00:02:27.8300000;5976;147
UMH;UAMM;00:02:27.8633333;1902;147
MURB;MURO;00:02:27.8700000;1082;147
LUEB;LF;00:02:27.8800000;889;147
MKIS;MSAF;00:02:27.8800000;2951;147
LAF;LWG;00:02:27.8900000;2525;147
KHEH;KNEB;00:02:27.9066667;2474;147
HAMI;HALT;00:02:27.9366667;33;147
EHER;EHERT;00:02:27.9700000;5306;147
KLI;KERP;00:02:28.0066667;2419;148
AGR;ABDF;00:02:28.0166667;762;148
LHM;LHGB;00:02:28.0233333;3602;148
RNZ;RBIN;00:02:28.0266667;3120;148
BRU;BSRO;00:02:28.0366667;1284;148
HKI;HDRY;00:02:28.0633333;2797;148
DKOT;DGB;00:02:28.0700000;87;148
MPFW;MPFD;00:02:28.1033333;1067;148
KNAMN;KAND;00:02:28.1066667;3159;148
KHERN;KWIC;00:02:28.1266667;3036;148
NZG;NGM;00:02:28.1300000;93;148
UL;UHAU;00:02:28.1533333;13;148
MWNS;MEBM;00:02:28.1766667;1221;148
SSI;SRE;00:02:28.1866667;5451;148
AMD;AM  N;00:02:28.2000000;10;148
AOHA;AHROO;00:02:28.2000000;20;148
LBTS;LBT;00:02:28.2166667;4393;148
MWHS;MDID;00:02:28.2166667;5092;148
KHOM;KGUA;00:02:28.2500000;4272;148
BRGBW;BOSGA;00:02:28.2600000;1722;148
KSEC;KBR P;00:02:28.2600000;3281;148
EDKD;EDEV;00:02:28.2666667;2070;148
AKC;AHIF;00:02:28.2933333;1481;148
DFU;DHZF;00:02:28.3166667;1006;148
SDEO;SRI;00:02:28.3266667;1276;148
TGLM;TLAF;00:02:28.3600000;6300;148
FNIE;FGRN;00:02:28.3666667;1595;148
FFND;FHOE;00:02:28.3733333;9507;148
FGRN;FNIE;00:02:28.3833333;1607;148
SPOM;STK;00:02:28.4000000;2884;148
TRE;TRES;00:02:28.4000000;4610;148
BHW W;BHW;00:02:28.4366667;1189;148
HBUE;HBDS;00:02:28.4400000;669;148
SWL;STM;00:02:28.4766667;1442;148
KK;KKDZ;00:02:28.4800000;20176;148
HLGW;HETL;00:02:28.5100000;2516;148
EOSD;EOHT;00:02:28.5166667;1721;148
FWRA;FNSM;00:02:28.5200000;1923;148
SWNW;SLM;00:02:28.5200000;1426;148
FLIP;HJD;00:02:28.5266667;4023;148
MMAL;MN  F;00:02:28.5766667;675;148
MHUS;MDF;00:02:28.5900000;1182;148
MOP;MOP R;00:02:28.5900000;2316;148
HSHG;HKHN;00:02:28.6000000;4048;148
KEM;KDA;00:02:28.6300000;70;148
MP;ML;00:02:28.6533333;18988;148
TACH;TP;00:02:28.6566667;6810;148
TGT;TEHN;00:02:28.6666667;5915;148
DSC;DSCH;00:02:28.6933333;1262;148
LBOL;LSS;00:02:28.6933333;1132;148
EBRB;ENDN;00:02:28.7133333;17;148
NRH B;NRH;00:02:28.7633333;1531;148
KKA;KKFS;00:02:28.8000000;15;148
LHG O;LHG M;00:02:28.8000000;10;148
HBON;ASAG;00:02:28.8100000;1336;148
FSP;FFK;00:02:28.8300000;1276;148
NFUB;NVA;00:02:28.8366667;6603;148
BOSGA;BRGBW;00:02:28.8500000;2334;148
TBIE;TBN;00:02:28.8500000;1237;148
HBSS;HMDF;00:02:28.9200000;2619;148
DSTH;DH;00:02:28.9266667;5586;148
NHEN;NHER;00:02:28.9333333;1756;148
MEC;MNF;00:02:28.9433333;6822;148
SKL;SGSZ;00:02:28.9733333;1209;148
ELPE;EHLT;00:02:28.9900000;5720;148
XTDA;XAIH;00:02:29.0000000;10;149
LHSN;LLWZ;00:02:29.0166667;1204;149
BT;BPO;00:02:29.0233333;1440;149
KAND;KNAMN;00:02:29.0233333;3169;149
BKW;BZS;00:02:29.0533333;1427;149
RP;RM  O;00:02:29.0633333;4604;149
HHMG;HOLD;00:02:29.0766667;1516;149
NNKS;NSKN;00:02:29.0766667;1272;149
NREI;NHR;00:02:29.0766667;4883;149
TLM;TLW K;00:02:29.0966667;941;149
MNRU;MALH;00:02:29.1466667;731;149
KKM;KBKS;00:02:29.1833333;22;149
FABL;FGEF;00:02:29.1866667;1998;149
WHL;WSTK;00:02:29.2100000;1692;149
LDB;LLUC;00:02:29.2200000;1084;149
TEC;TUH;00:02:29.2200000;6133;149
DCU;DSU;00:02:29.2333333;2035;149
BBKB;BAKO;00:02:29.2433333;268;149
KN  O;KWEB;00:02:29.2500000;16;149
LWP;LWET;00:02:29.2666667;1597;149
SNO;STM;00:02:29.2666667;1212;149
EDAK;ESMU;00:02:29.2900000;1335;149
KHR;KSID;00:02:29.3066667;3310;149
ASTR;ALRA;00:02:29.3166667;1318;149
WSTZ;WGLI;00:02:29.3366667;1308;149
RSS;RRIN;00:02:29.3533333;1329;149
TUL;TBRU;00:02:29.3533333;966;149
KHUB;KDN P;00:02:29.3600000;4498;149
BLO G;BLO;00:02:29.3766667;1467;149
UPF;UDG;00:02:29.3766667;1271;149
NMRH;NML;00:02:29.3833333;1226;149
DSEB;XTDA;00:02:29.4133333;715;149
BCAP;BPDP;00:02:29.4166667;1029;149
NOH;NHN;00:02:29.4200000;2713;149
TU;MNM;00:02:29.4300000;8215;149
EWANF;EWAN;00:02:29.4366667;127;149
SCOC;SKT;00:02:29.4466667;2871;149
EDWI;EMAN;00:02:29.4633333;3518;149
BGUN;BGU;00:02:29.4833333;143;149
TLF;TETD;00:02:29.4866667;5726;149
NBTH;NBD;00:02:29.4900000;2797;149
TBOD;THCH;00:02:29.4900000;648;149
HLGH;HKAW;00:02:29.5033333;2624;149
KANR;KFOS;00:02:29.5166667;2805;149
HSD;HSI;00:02:29.5200000;1049;149
FBFS;FSTH;00:02:29.5333333;565;149
AAHG;AAHR;00:02:29.5466667;11;149
LLSB;LOTW;00:02:29.5466667;1190;149
MTFD;MGE;00:02:29.5533333;5169;149
NBEH;NNER;00:02:29.5633333;6173;149
FGHO;FWZ;00:02:29.5833333;997;149
HLIH;HLI;00:02:29.6000000;30;149
NADW;NAD;00:02:29.6566667;3272;149
REK;REH;00:02:29.6633333;3617;149
NSTN;NBUW;00:02:29.6666667;1593;149
BPDP;BCAP;00:02:29.6900000;1021;149
TKIM;TERD;00:02:29.6966667;2404;149
FG;FGB;00:02:29.7000000;4249;149
MRG;MPR;00:02:29.7000000;1335;149
TGRW;TDS;00:02:29.7133333;667;149
DRBA;DCW;00:02:29.7166667;1295;149
RMF;RLD;00:02:29.7166667;4340;149
FFGA;FF;00:02:29.7266667;4266;149
MBDH;MZO;00:02:29.7266667;5350;149
EFOE;EBSP;00:02:29.7366667;2382;149
TU  N;TU  R;00:02:29.7433333;96;149
FNIU;FLSS;00:02:29.7466667;5101;149
RPB;RRHH;00:02:29.7666667;2095;149
EHGVF;EHGVS;00:02:29.7800000;219;149
BSN E;BSN;00:02:29.7866667;2508;149
DH;DSTH;00:02:29.7866667;5597;149
WR;WRHP;00:02:29.8100000;6399;149
EFRM;EARE;00:02:29.8300000;1197;149
FGEF;FABL;00:02:29.8600000;2024;149
THTO;THT;00:02:29.8600000;1344;149
TV;TAIB;00:02:29.8766667;1456;149
MNRO;MSHH;00:02:29.8900000;55;149
EWES;EFFD;00:02:29.8933333;1647;149
MSH;MSA;00:02:29.8933333;3376;149
NKOE;NHA;00:02:29.8966667;2173;149
NVDO;NNP;00:02:29.9000000;365;149
FWZ;FGHO;00:02:29.9100000;1062;149
HO  O;HHRN;00:02:29.9166667;1581;149
BSKL;BLA;00:02:29.9300000;1192;149
FALZ;FAG;00:02:29.9366667;1065;149
MLR;MPGO;00:02:29.9500000;1502;149
LKNZ;LHRA;00:02:29.9566667;937;149
LOTW;LLSB;00:02:29.9566667;1210;149
KKOLN;XAFW;00:02:29.9700000;35;149
EEBS;EENW;00:02:29.9833333;3587;149
KN  W;KNAK;00:02:29.9900000;6708;149
FLSS;FNIU;00:02:29.9966667;5042;149
DKT B;DGRS;00:02:30.0000000;2725;150
DRBK;DRB B;00:02:30.0000000;10;150
DSC;DSCN;00:02:30.0000000;1296;150
EBP;EDK;00:02:30.0000000;55;150
EDWH;EDTP;00:02:30.0000000;1381;150
EHGGO;EHGV;00:02:30.0000000;13;150
EVOK;EBIN;00:02:30.0000000;1066;150
EVWG;EGRN;00:02:30.0000000;1173;150
FAZG;FALZ;00:02:30.0000000;52;150
FEF;FRAN;00:02:30.0000000;104;150
FGUH;FEPP;00:02:30.0000000;1204;150
FMUL;FKON;00:02:30.0000000;49;150
HLAN;HAAT;00:02:30.0000000;1264;150
HSW;HSI;00:02:30.0000000;24;150
KHEBH;KHEBP;00:02:30.0000000;1430;150
KZI;KPFF;00:02:30.0000000;22;150
LMAC;LALT;00:02:30.0000000;15;150
MFLH;MFL;00:02:30.0000000;120;150
RSZM;RBB;00:02:30.0000000;17;150
TSUS;TAF;00:02:30.0000000;41;150
FWAH;FGBM;00:02:30.0100000;1063;150
LBD;LNF;00:02:30.0133333;3417;150
ELBG;ENIR;00:02:30.0200000;3344;150
MGRZ;MOL;00:02:30.0200000;5127;150
DOT;DBT;00:02:30.0300000;2592;150
NLA;NHOE;00:02:30.0400000;3804;150
FRUK;FVR;00:02:30.0566667;537;150
SKLN;SKL;00:02:30.0600000;1009;150
HRTH;HBB;00:02:30.0633333;1167;150
TATN;TWO;00:02:30.0900000;1006;150
KLIH;KGVW;00:02:30.1100000;2830;150
NRST;NVN;00:02:30.1166667;3744;150
RMF;RMFE;00:02:30.1200000;3083;150
MAFE;MKL;00:02:30.1300000;3390;150
DWND;DSU;00:02:30.1333333;1946;150
NCA;NEGE;00:02:30.1466667;2151;150
FSTH;FBFS;00:02:30.1600000;562;150
RSEE;RSLU;00:02:30.1633333;1103;150
LL  T;LLN;00:02:30.1833333;38;150
NSDF;NFBB;00:02:30.2000000;7157;150
UDG;UPF;00:02:30.2166667;1273;150
RBTI;RBTN;00:02:30.2333333;594;150
BCS W;BCS;00:02:30.2366667;228;150
TKTO;TKT;00:02:30.2500000;3066;150
LBGK;LG;00:02:30.2533333;4103;150
NMSM;NBE;00:02:30.2533333;1539;150
TAD;TSE;00:02:30.2633333;1715;150
KGUA;KHOL;00:02:30.2800000;1366;150
MLB;MMZG;00:02:30.3300000;4561;150
THCH;TBOD;00:02:30.3333333;648;150
BCO;BGUN;00:02:30.3900000;143;150
UWF;UWFN;00:02:30.3900000;798;150
HSI;HSW;00:02:30.4066667;1343;150
ALA;AA  G;00:02:30.4166667;9539;150
FHMD;FBOF;00:02:30.4400000;557;150
